metaphorID,label_boolean,text
2,TRUE,"Hi Ladies , My last chemo was last week !!! So glad to have it behind me -LRB- TC X 6 -RRB- . I 'm currently going through the side effects of the last treatment but I see a light at the end of the tunnel !!! I will begin radiation in Sept. . I would like to remain off work until I am completely done with treatments . Onc said he wont release me until I am 100 % . Has anyone else remained off work during rads ? I have heard that effects of rads can differ for each person , is this true ? "
6,FALSE,"I think I have a good one here . Got diagnosed with BC in May , the exact next day after getting the horrible news , I got a call from my PS to tell me my blood tests revealed I 'm about one month pregnant too . Long story short , we wanted to keep the baby -LRB- is our first child -RRB- but we were not sure about the options or how bad the cancer was . First I had a lumpectomy by the end of May only to discover the tumor grew and had no clear edges , lucky me lymph nodes were clear and stage was I . So I went under surgery again by the end of June , this time LMX . Recovering was ok , with ups and downs and of course with some grieving of loosing a part of my body but happy at the same time to know I could continue my pregnancy . My baby girl will arrive to this world any time in mid November by scheduled c-section at 34 weeks . We ca n't wait longer cuz I need to start chemo treatment right away , and after it 5 years of Tamoxifen . You ca n't imagine how marvellous is for me to be able to keep my baby and I pray every day and cross my fingers for her to be ready at 34 weeks , of course I 'm getting all the help from doctors . My husband has been amazing and so are family and some friends . Almost all of them , e xcept this good `` friend '' of mine who got married in August to her 5 years bf . Of course I was invited to the wedding , we knew about it since last year and she wanted me to be part of the Hen 's party organizer and so on . Needless to say , the whole view changed once I got diagnosed and found out I was pregnant . I had no head , no time for anything else but my own health . May , June and July passed so fast I ca n't even remember them , the only thing I can recall is our several visits to the hospital , blood tests , visits to the PS , the onco , gyneco , obstetrician and so on . Going out for the first time after surgery and using the prosthesis was a HUGE challenge for me , our social life was a bit downhill , for obvious reasons . And there was this friend who I never got to see during this process , calling me only to `` check '' if I was doing fine and telling me `` so inspiring '' words like `` Ohh but you 'll be fine , they got it on time , You wo n't die '' and stuff like that . At the moment I was n't sure I liked or not such comments , now I know I do n't . Top of it was during one of these calls when she got a bit dissapointed I did n't join her hen 's party two weeks after my MX -LRB- a trip on a speed boat in the fjord , hell yeah ! -RRB- and also she felt upset as I did n't even `` call her '' on her hen 's party to apologize for not coming -LRB- Excuse me ! She knew I was in bed recovering not from a flu but a surgery !!! and with a growing belly ! WTF ! -RRB- Hubby told me to not take it personal and let it pass . Weeks later she called again and apologized , but her thinking was the exact same when she mentioned how lately everything was supposed to be about me , about BC , like if I was really enjoying to be the center of the universe and that I should be less selfish and care a bit more about others -LRB- like her wedding issues -RRB- ... again , excuse me ! I 've always consider myself a giver , a person who is there for everyone , but this time , I just needed and felt comfortable by the company of my husband and no one else ! She also put on me this , me spending most of the time with my husband and not longer out there in cafes with her or others . Wedding took place and of course we did n't go . But this time , I called and congrats her , sent her a wedding present with other friends . Sometimes I really wonder what goes in her head and in all those others out there who call themselves your friends but they are not . Not a single bit . I never got to see the face of this girl during the two surgeries I had , not during my recovery , nothing ! Some friends even came to my place the very next day I came home , with flowers , offering to cook , to clean and do grocery shopping for me . From her , I got just calls ... Sometimes I wan na give her the benefit of the doubt , maybe she was scared of all this BC thing , maybe she has not realized about the magnitud of this disease . I do n't know . But some friends can be really NOT . Joy "
0,TRUE,"1965sally and kimbly , I hope you both did well with your surgeries yesterday and are already on the road to a healthy recovery ! Thinking of all the April surgery gals , and ca n't believe the month has already passed . flyrzfan , I 'm continuing to think of you and hope you are healing well . Better get your strength up , girl , cause if the next game is anything like the last one against the Penguins , you 'll be up til 4am !! Sam408 , I hope you 're doing well . Tell you what -- I 'm a big worrier , and my PS 's assistant told me : `` Do n't go looking for trouble '' , which made me and my husband both laugh -LRB- yeah , he 's a worrier , too ! -RRB- . Anyway , I 'm not saying this to minimize your concern for your flap , but hopefully your PS is right and you 're doing fine and everything is normal . I think it 's easy to worry because we 're not familiar with what `` normal '' is after this kind of surgery if we 've never experienced it before . Every little pain , swelling , etc. makes you stop and wonder what is this , is something wrong ? I 'm trying to chill out ! I hope you continue to do well and will be sending lots of positive healing thoughts . Kathy , I sent you a PM . Hugs to all , Tina "
0,TRUE,"Kathleen : - I could be mistaken but I thought that all tumors over 2 cm were treated with chemo first in order to shrink them to an operable size . However , each person is different . I had 4 AC and 4T with minimal side effects . My tumor is grade 3 , enlarged nodes and I 'm stage IIIb . Now I 'm scheduled for surgery on Dec. 3 . Lots of luck on this tough , long road . "
5,TRUE,Hello Ladies ... I 'm comming abord the Tamoxifen train . I got my first bottle today . The onc says 5years and currently I still having chemopause -LRB- last chemo was April -RRB- . I have been reading these pages off and on and finnally made it to the end ! I noticed the info pamplet I got with the Tamox said -LRB- in caps -RRB- A NON HORMONAL BC IS RECOMMENDED for premenopausal women . So a survey of premenopausal ladies and what kind of BC your using ? I have never used a diaphram and am thinking about an iud but it sounds scary especially since I am suposed be aware of unusual bleeding . its so confusing . -LSB- emoticon : yell -RSB-
0,TRUE,"Thank you for all your replies , it does help to hear other people have gone before me down this road . I just do not feel sick at all , does anyone feel sick before the diagnosis is made ? It is like your life is very much on hold , you just ca n't move on yet , until it is resolved . I lost my mother 3 months ago she lived with me my entire life , it was very hard to loose someone , especially one who was as loving , kind and unselfish as she was . I had just began to get over her death enough to function in the world , then I get thrown this news . The mind is a funny thing , so complex how it handles events in your life . I know one thing , I believe in an afterlife , without being a religious finatic , I think our spirit lives on . I do n't attend church on a regular basis , I have a distrust of organized religion , my relationship with God is a personal one , and I do search and ask why things happen . Am I wrong in thinking , well it is destiny that my life is to be shortened and cancer is what is planned for me . I just do n't fight it or question , I just say , I will endure was is given to me , and there is a reason . People fear pain and suffering , not death . It 's how we get there to the point of death that most concerns human beings . If I were a much younger person , I would most likely be very scared , but for some reason I feel my life has been lived the way I wanted , experienced many happy moments , treasured my family , it has been good , so no regrets whatever happens . I love the fact there is a website like this for support during the anxious moments , and I will be there also for those on the website who are going through the hard times , and offer my support and help anyway I can give it , if only to respond or let someone know I am thinking of them and maybe helping to cope . You have to let this go into the hands of the professionals , your family and your spiritual beliefs , this is what will help get us all through no matter how it ends . "
0,TRUE,"One Step , my advice , though I did n't have a Mx , is take someone with you to help write things down and listen . It is going to be an emotional visit and you may forget things . I know some of my appointments seem like dreams , or should I say nightmares . 7 years down the road I can still remember what the office looked like , and specific things that were there . It was as though I was watching TV . "
0,TRUE,"Dear Bam , Thank you for telling us your story and of your beliefs . I am sorry you have breast cancer and have had to join us , and with that said welcome you to this strong group of women and men all traveling the same journey . I 'm sure you 're anticipating your lymph node report to direct you . Did you happen to have a sentinel node biopsy ? Do you wish to share a little about your cancer type etc. . . It often helps . Your faith is strong to help steer your path . Some day your wonderful passage of the nursing boards will intertwine with your recent diagnosis , how can it not ? I 'm sorry your entry may be delayed to down the road , and offer you my assistance in any way , as one can not solely nurse oneself . I look forward to hearing more from you and will keep you in my thoughts . Welcome , Tender "
0,TRUE,"Hi Jordymom , thanks for your reply . I 've been trying to weigh the pros and cons all day - ca n't seem to turn my mind off even for a minute - Just went thru one heck of a crying spell , which I do n't normally do . Everyone has given me the facts too and said I could make whatever choice I wanted -LRB- Doc recommended lumpectomy so I went with that even though my first thought was mast . -RRB- Problem is as you said when you do consider pros and cons of both they do come out equal and there is no right choice . I 'm afraid either way . I just keep hoping something will come about to help me say yeah , thats the right road for me . I really do have to make a choice soon . thanks again . "
0,TRUE,"Nash , for whatever it 's worth . My tumor was deep and 2 mm from the chest wall . I had IDC , ILC , LCIS and DCIS all in the same tumor . My surgeon said I did n't need rads but after consultation with rads oncologist I did opt for rads due to location of tumor and 1 pos node . I also opted for a bi-lateral and they found atypical lobular hyperplasia in my good breast so it probably would have turned into ILC down the road . Anyway , I had immediate reconstruction with tissue expanders/impants and had rads on the expanders after chemo . I had my final implant exchange surgery six months later and I have not encountered any problems . It is possible to have implants and rads even though the plastic surgeon gets a little nervous about it . "
4,TRUE,"Hi , I 'm coming along for this ride too . Finished chemo today and go in for markings in exactly 1 week . You can get the Udder cream at Walmart also -- a big jar for $ 4 or $ 5 -- or a small tube -LRB- on a completely different aisle -RRB- for $ 3 . Ask a clerk where the big jars are . I 've heard it 's enough to get you through treatment . Debbie M. "
0,TRUE,"I have not gone on estradiol YET , but it may be an option for me down the road , I just returned from Houston TX where I spent a week and had a consultaion with an oncologist at MD Anderson who thinks I may have been taken off the aromasin prematurely since the only change he noted in reviewing my records was that my tumor markers had gone up and he said often there is a jump up and if you give a medication enough time it will go back down . My tumors did increase in both number and size before going on the chemo that I quit back in July because of bad SE 's and he feels that since I did get new mets while on Faslodex it is the one that was not working . So his recommendation is to go back on the aromasin and if that fails he recommends megace or high dose estrogen -LRB- estradial -RRB- which my onco said he thought would be very risky for me to do since I was so estrogen + . So I am just thrilled to death that I do n't have to do more chemo as of now and that this onco who specializes in hormonal treatments by the way , agrees that estradiol is often a very effective way of treating advanced breast cancer I am hoping my onco will go along with this and I am getting my RX for aromasin filled and plan on starting it again on MOn and will continue to get my monthly zometa . How are you doing Robin ... did you get the surgery and is estrodial still working for you ? "
6,TRUE,"It 's so great to be sailing on this big love boat with all my sisters ! I am 47 , and working hard on planning my husband 's big 5-0 in May - I think he 'll be surprised since he thinks I 'm kinda preoccupied right now - little does HE know ! Chemo on Tuesday went well - AC - have had MINIMUAL side effects , if any , really so far ! Insomnia and lazy as hell , but no nauseau or any of the stuff I was dreading . Have been on Emend , and the Neulasta has not been a problem . My family Dr gave me some sleeping pilss whose name I ca n't recall right now -LRB- Lunesta ! That 's it ! -RRB- and Onc said ok to take so got at least 4 hours last night . I too have been keeping a journal of what I take each day and how I feel , just because there 's too much to remember and I do n't want to OD myself ! I guess I should try the senekot just to keep things moving . I went shopping alone 45 minutes away after the Neualasta shot and went to pick up my wigs yesterday , but had a girlfriend drive me there . I am writing this as my precious granddaughters nap - waiting for Mommy to come home from work , then get ready to leave to go the Cancer Treatment Centers of America in IL -LRB- we 're in PA -RRB- to join her husband and mother in law , who are with her father in law in final stages of lung cancer . Unfortuately this trip to IL 2 weeks ago did him in and we are afraid he will not survive a flight home to be with the rest of his family ... he was DX 'd 1 week before me -LRB- 12/22/06 -RRB- and has had a horrible time of it . There is a private jet available to bring him home but medically he ca n't take the trip . He is 48 and has a 13 year old son , 25 year old 7 month pregnant daughter and my son in law who will be 28 on Monday . His granddfather -LRB- Dad 's father -RRB- died 2 years ago on his birthday , so I pray he does not have to have another birthday like that . You are a compassionate group of caring women , and I ask you to remember them in your prayers . I am so worried about all of them , and it makes what I am going through seem so easy ... . . "
4,TRUE,"Hi everyone , Glad to see this thread is still going -- even if slowly . I have been busy with my just-turned 3 y.o. dd . We had full time help while I was going through chemo , but now it 's back to part time , so I 'm spending more time with dd -LRB- yay ! -RRB- . I am scheduled for nipple reconstruction and an oophorectomy this Friday , 2/29 . Swapping out ovaries for nipples -- what a deal , huh ? Special-K , I 'm sorry you 're going through so much . I agree with Terri -- call your GYN and have the bleeding checked . I am in pg/nursing/chemo-induced menopause -LRB- was still nursing dd when diagnosed -RRB- , so have n't had any bleeding in 4 years . Ovarian onc . thinks I 'm definitely in menopause . BC onc . is n't sure . Regardless , I will definitely be in menopause after this surgery on Friday . Leslie2 , wow , what a rough ride you 've had . I 'm glad you 're feeling better now . It 's amazing how the docs wo n't own anything that 's not a known side effect -- and sometimes not even that ! I also ditched my wig . My hair is VERY short , but everyone says , `` You look so chic . '' And some have said , `` Wow , you look great -- what made you decide to cut your hair ? '' Hilarious . Cinrae , glad life is moving along for you . Get rid of that wig , girl ! You 'll feel liberated . I 'll be on Herceptin til August . Time is moving on . May will be here before you know it . Terrirites , how did your CT scan go ? I hope your lung is okay . Check in with us and let us know . Everyone else , hope you are all doing well , or as well as one can do while on chemo . I 'll check back after my surgery . Wish me luck with these new nipples . xo Carolina "
0,TRUE,Had rads # 1 today !! And not surprisingly I can can say I 'm fine . Just hope I can say the same thing 33 days down the road . As a redhead with freckles and very fair skin I am a little concerned about how my skin will hold up .
2,FALSE,"Him mine are just as long . I also had a lat flap on one side , besides implants , so I also have a scar running down my back that is about 8 inches.The lat flap side has the mast scar , the back scar , and another scar on the fake boob , so it looks like the cbs symbol -LRB- the eye -RRB- . I call myself Frankenboob . I look great in clothes , but one must turn off the lights , because , they look gross , naked . The lat flap side lays more like a real breast . The side with only the implant , looks like a hamburger bun . "
4,TRUE,"I just had 12/33 . I am already uncomfortable . The rads tech keeps telling me that my pain has nothing to do with the treatments . A new divot has appeared above my incision . They claim that is unrelated to rads . My boob is sore , my ribs hurt , and I absolutely HATE going for daily treatment . I feel like I am being tortured each day . Strip to the waist in front of strangers yet be happy ! Everyone tells me to be positive . Personally I think they want us to positive is so we are less difficult to deal with . I refused tats so they marked me with giant black and purple hash marks . Today I insisted they change the waterproof tape and simply use dots . At least reading these posts I realize that my imaginary pain is something other women experience . I appreciate getting a gut check here . I am learning to hold my tongue and just endure . 21 days of misery and on to the next phase of this joy ride ... "
0,TRUE,"Here I stand shivering on the edge of the high board , squeze my eyes shut , pinch my nose and ... JUMP . After 13 years of actively not wanting to know , I recently stumbled on this site and am now considerably more knowledgeble about my case and ready to REVEAL ALL -LRB- and hopefully receive revelations from others -RRB- . May 26 , 1996 , enjoying a liesurely shower before dressing in beige befitting the mother of the groom , I discovered the lump . A BIG lump - 8cm . One week later I was enrolled in protocol seeking to discover if taxotere in combination with the gold standard chemo mix could shrink the tumor to the point that a lumpectomy would be as effective as a radical mastectomy . In my case the answer was a dramatic yes . Everything went along swimmingly : surgery , radiation , Tamoxifen and at last , the 5 year victory bell . I was cured ! Not only that , but unlike many of my friends of a certain age I had no health problems . No high blood pressure or cholesterol , not overweight , no arthrihtis so no joint replacements , no heart problems , not even cataracts . I was now 60 , ready to retire and ready to roll out and do something new and useful to save the world and have fun doing it . But wait - what is that nagging pain in my hip ? You say thats not the hip ? Its called the sacrum ? And it contains the most worrisome of 3 bone metastases ? OOPS ! Crank up the broad beam radiation , Arrimidex , Zometa , 5 different Cyberknife sessions . More trouble , switch to xeloda . A lymph node pops up and up - zap it with radiation . But suddenly last month I can barely walk . I have lost much sensation in my legs and feet over the years caused by nerve damage from the sacral tumor . This is nothing new . Pain , dropped foot , a cold and wasted leg , not to mention -LRB- I usually do n't -RRB- bowel and bladder problems , have all originated under the auspices of the sacral tumor and have been slowly debilitating me for the past 5 years . But now I can barely balance on my own 2 feet without toopling over and can only lurch very slowly and very carefully from pillar to post . Sometimes even that does n't work and I have 2 black eyes to prove it . I also have a new doctor on the team - a neuro oncologist . New doctor = new words to learn : lumbo - sacral plexopathy , radiculopathy , cord compression . All scary because they arrive accompanied by the term `` nerve infiltration . '' No longer am I a no brainer , paint by the numbers case with a few simple bone mets . Now I have 3 docs , my oncologist , the radiologist and the neuro-oncologist . I hear they were kicking my case around trying to decide what happens next . Most likely another round of Xeloda from what I can glean.I was never present at these conferences but I get the feeling that the neuro oncologist sees bad things coming down the track for me . In a few weeks I 'll be 68 , definitely old enough for this ole biddy thread , doncha think ? So I ask : Is anyone out there still awake at 1:43 EDT ? Ever been down a long and dusty road that looked like thisone ? Do you know where this story goes next ? I 'd love to hear from you ! "
0,TRUE,"Good luck to everyone of us in March ... ... March 3rd marks my year anniversary since my mx and `` diep '' ... . it 's been a long road . Now I 'm waiting for the results of a MRSA swab done by an infectious disease specialist this week . I 'll found out tomorrow if I am still infected - I 'm praying I 'm not so I can go ahead with my foob revisions on March 16th . He did say though that we still have a lot of time to `` de-infect '' me with antibiotics before then - but the thought of more antibiotics is NOT pleasant , especially since my liver enzymes are still a bit on the high side - but getting lower every week . Sigh ... . I ca n't WAIT for all of this to be OVER once and for all ! -LSB- emoticon : frown -RSB- "
0,TRUE,"Cupcake , you are a ray of warm spring sunshine ! Your advice and encouragement to newbies is just so right on . I agree that the worst thing about chemo has been the unknown . The first tx you just feel so out of control . Your idea about the calendar with the smiley/sad faces is so good because you get an instant visual of where you are in your cycle . I have been keeping a journal . I was so much more relaxed this last tx # 4 because I had a pretty good road map of how I would feel and steps I could take to help feel better . Probably , the hardest for me is just resting when my body says to . Otherwise I get weepy and hyper sensitive . There has been some discussion about the hot flashes that some of us post meno campers are suffering . I think Bold is onto something with the estradiol count and I am going to have that checked since I am both er and pr - . Honestly something has to give . Welcome to all of you that are just starting . We can get through this together . maja "
2,FALSE,"I had an ablation and it worked great for me . I had no side effects at all afterwards . I had my tubes tied app . 15 years ago and from what I can remember , it went great to . I had my ablation because I was bleeding extremely heavy and often . It was after my ablation that I was diagnosed with breast cancer . After having a P.E.T. , a tumor was found on my thyroid which was also cancer . I 'm great now . Everything was found early . I wonder though if my thyroid was the reason I was having such heavy bleeding . After the ablation , I had a couple of light periods and then none at all . Good luck to you ! "
0,TRUE,"Lucky you to be able to shower after 4 days . I had to wait until both my drains came out , which took 2 weeks . However , it was really hard gearing up for that first look . I had planned on looking the day after I came home from the hospital , but the night I got home , my sister-in-law did my drain , and then started to remove the bandages . I burst into tears and said `` I do n't want to look !!! '' She and my husband agreed we could put it off , and wait to change bandages . The next morning I took an Ativan , waited for it to kick in , then looked at it by myself . It turned out not to be as bad as I 'd expected . The plastic surgeon had put in an implant and filled it a little in anticipation of a DIEP down the road , so it looked kind of like a 12-13 year old 's boob . It 's still hard to adjust to this new body , and I still have discomfort and cording . It 's not even 3 weeks since my mastectomy , but I sure wish I 'd hurry up and feel more normal ! "
5,TRUE,"I had the CYP2D6 genotype and was found to be an extensive metabolizer so its the Tamoxifen Train for me ... as with most tumor markers there is always controversy ... for me it was the tipping point to convince me to start Tamoxifen as I was very concerned about the uterine changes and increased risk of uterine cancer . There are other threads which do discuss in more detail the pluses and negatives of the test , unfortunately I can not remember ... chemo brain ! "
2,FALSE,"Roxy , Tamoxifen is a good drug so do n't fret . Although I do n't understand the one year on Tamoxifen after an ooph -LRB- unless it is to lower your circulating estrogen before the switch -RRB- . I made the switch right away but I was 49 and chemo had put me in chemopause so I had not had a period for over 6 months and my estrogen levels were postmenopausal . I agree with Tender that you need to eat . Shortly after treatment I consulted with a natural health nutritionist because I knew that I needed to build back up my immune system . One thing pointed out to me was the importance of protein . I was very close to a vegan and was not getting enough protein . I now drink an organic why protein shake every morning -LRB- made from cows not treated with growth hormones -RRB- and organic eggs . I was surprised that she told me it was okay to eat eggs everyday and did n't realize how healthy they are . I was going wild right after my diagnosis with eating veggies but I do n't think I was getting enough good fats and proteins . I use a lot of estra virgin organic olive oil now to help put on some pounds . I am 5 ' 6 '' and weighed 113 lbs -LRB- definately underweight -RRB- . Now two years after treatment I weight 120 lbs and am not considered underweight . I am not as anal about my food . I still eat very healthy and eat as much organic as I can . I do n't eat much dairy except I continue to eat organic yogurt because I truly believe it is very healthy . I eat free range chicken -LRB- when I can -RRB- and bison or organic beef . I try to eat bison at least once a week . I eat some fish but try to eat only wild salmon , talapia or other cold water healthy fish . I drink lots of green tea and try to stay away from soy . My advice is to eat healthy , exercise daily , try to get 8 hours of sleep at night and sleep with a mask to keep out the light and find something that relaxes you . "
0,TRUE,"boatergirl - my first thought was the same as janetinvirginia , what was your oncotype . I had the same anxiety-ridden decision to make . I had a stage 1 , grade 2 -LRB- intermediate -RRB- tumor with ended up with an intermediate oncotype . I got 4 different onc opinions in my desperate hope that I would be able to reach a conclusion or actually , that someone would tell me what the heck to do . The first said you really need to do this , the second said you should n't do this , I would not have my wife or family do it under these circumstances , the third was 60/40 for doing and the last was 50/50 . Ultimately , you already have found the question that will lead you to the right answer for you - can you handle risk and can you handle whatever comes down the road in two years . The fact is , anything could come down the road in two years but , yup , its just the but . I am doing chemo , CMF , as insurance , however I can say that after round two I began to wonder if the benefit was really enough . Not that CMF is so very bad , but just is it worth it . So that is where I am , is it worth it . I will never really know , none of us will . "
2,TRUE,"kira , hang in there . . tip ; my insurance is covering gloves and arm sleeves , thru Physical therapy ! would have made much easier if i knew THAT in the beginning.here 's the difference ; i asked 4 a case manager , who got me a fitter , as soon as le therapist faxed dx . to onco , who wrote scipt . then , case manager called fitter . told him it 's a federal law . they HAVE 2 treat le . good info 2 know . . pm let me know how it goes . hang in there , girl . . hope u have ins . light and love , 3jays mom Binney , if ur around , anywhere i canread / see how to drain fingertips , cant get appt info from le therapist . she not amswering my calls -LCB- yet -RCB- hurts bad enough i , m wondering if er would be good ? want to try first . havent learned from therapist she too busy teaching me excersice . . oww ! help ! anyone ??? "
0,TRUE,"Thanks Linda ! It is good to read you are doing well . I am finishing up the radiation . The last 6 months have been crazy . I have to admit that I HATE my current life compared with how it used to be , just normal and healthy . I have small children and am totally focused on beating this thing ! Looking forward to losing the fear and anxiety but it seems like a really long road ahead . In any case , thanks for the encouragement . "
6,TRUE,"dawn . I am in the same boat . I had great and significant regression in many of my too numerous to count liver lesions , but one new spot appeared while I was on TCH . Now I have to change treatments . I am terrified and I know exactly how you feel . I 'm so sorry we have to go through this . "
0,TRUE,"Bette - I 'm glad your tumor is responding and that it does n't appear to have spread . What a wild ride ! How wonderful that you have loving support around you . I , too , got married during all of this . You 'll be a fabulous bride . As far as the side effects , for me they were minimal . I had some fatigue and did n't feel like eating much . The food tasted strange . I got fairly burned during radiation but it all cleared up about 3 weeks later . Best wishes to you as you travel this road . "
2,TRUE,"Oops , hit submit too fast . Also , on the decorating head for halloween thing , I do n't think if someone paints their head like a jack o'lantern , it makes them any less in God 's eyes . On the other hand , we all pick our battles , and I 'm not sure this is one that I 'd be willing to push with a spouse in light of everything else that is going on . You could still be bald is beautiful , without a pumkin theme . Maybe a big yellow smiley face would have just the same effect . When my son had chemo , we would sometimes paint a face on the back of his head and say we could n't tell whether he was coming or going -LRB- BTW , my son lost his hair the first time , but did n't lose it the second time until he had radiation -RRB- "
2,TRUE,I listened to CDs by Nancy Hopps . She has a very calming voice and anytime I would get freaked her voice and visualizations would soothe me . She envisions chemo as a ray of light being distributed throughout the body finding all of those cells and destroying them . I actually worked with her and a local group of women on these CDs . She would read her script and we would comment on what we liked or did n't like since we had all experienced the various stages of cancer and treatments .
0,FALSE,"Rebecca , you must be in surgery now . You must know you have all my thoughts and prayers . We 'll be waiting anxiously to hear . Viddie , thank goodness they got all the cancerous parts from Arlene . It will be tough living without a pancreas , I 'm sure , but she sounds like one tough lady . Joni , how are you doing ? And Cindy I 'm hoping you 're ok . My sister who lives in Iowa had four trees crash down in her yard . It 's unbelievable how many towns are flooded around here , and roads washed out . The destruction level is unheard of for these parts . I 'm in the only county of 30 in southern Wis with no emergency flood status . And Lake Delton in Wisconsin Dells is just gone ! And we are supposed to get more storms very soon . The town where I got my radiation treatments is also flooded , so I 'm glad I 'm not driving there every day this summer . I 'm still having really bad problems with soreness and stiffness . Yesterday I felt like rigor mortis had set in . Ibuprofen helps some , but it makes me feel very old every time I get up to move around . I was not like this before bc/chemo ! Well , there 's my gripe for the day . On the plus side , it 's summer , and as my neighbor Brian says , every day you can get up and still fog the mirror is a good day . - Skye "
3,FALSE,"Yes , I came to the same conclusion about Curcumin . It 's a wonderful natural spice and may interfere with chemotherapy resistance but sadly it does n't get much beyond the gut wall . Now that will limit any drug ! I still use it in cooking as I like the flavor ... I took a look at the supplement list thread . Gosh , do you believe I do n't use supplements , albeit I do take 1000mg of Vitamin D and 1200 mg of calcium citrate -LRB- split dose -RRB- . Do you think I 'm missing anything big ? I 've thought about grape seed extract a little , yet am concerned about what 's added to it . Thanks for the link , Linda . That 's very helpful . Tender "
2,TRUE,"Hi , just thought I 'd let you know I 've just celebrated by 5th anniversary NED after having been diagnosed in Feb 2005 , mastectomy , chemo , radiation and 1 year of herceptin -LRB- not part of the trials -RRB- but one of the first who purchased it privately . I 'm sure hoping to make it to the 10year mark and I do come back every now and then to encourage those that maybe just diagnosed or just starting herceptin that there is some light at the end of the tunnel . Good luck to all and make the most of every day of your life . "
0,TRUE,"I 'm not sure . I do n't know if this type has to have the real thing or not . I have one natural breast and one flap reconstruction . Christine Applegate says her boyfriend does n't even see it either way , that he looks beyond it . I 'm recently divorced and new to dating so this is my first `` slap in the face '' . I know now rejection does exist because of BC , I knew it was out there , all my friends say , `` no it wo n't matter , men wo n't care '' but it is true with certain types of men . There are some men that are so narcissistic that they ca n't accept flaws in women , they will discard you . With this guy , I should have ran earlier , when he asked me to send him my measurements , before the topic of surgery/cancer came up . That was a sure sign he was shallow . Just think , If I had n't weeded him out , I might have gone out with him and then discovered down the road what a jerk he is . "
2,TRUE,"Rebecca , I 'm laughing my head off over that latest misadventure with Mr. Copycat . I 'm with Jan , how do you keep a straight face ? I think you handled it so very beautifully ; too bad you could n't put that whole exchange on Youtube . Amera , I do n't blame you for being somewhat discombobulated over those two doctors finding your spot `` of interest . '' I am sure any of us would feel the same . I had that `` dense '' problem too until menopause , which I did n't really complete til after chemo . Hope the workout helps you feel better . Sharon the baseball sounds fun . Did you get a pink glove ? :--RRB- I agree with you that our book would have been better . Jan , how much work did you do on that ? Caya , the front-loaders sound ever so nice . That is what I would like next , if I get my druthers . I have this bad feeling all my appliances are going to go at once , one of these days . I am gradually feeling better . I was able to be up and around most of the day and did short walks with Grendel . Still kind of yukky but I can see the light at the end of the tunnel now . Had to deal with editorial things and witchy co-author stuff again all day . Thank goodness the editor is completely on my side and the whiner is completely off the wall . Basically , she did n't like the changes he made to her part of the manuscript . I explained that being edited is the inevitable consequence of having an editor , but I do n't think she gets that . Oh well , since bc , I never expect things to be easy anymore ! - Skye "
0,TRUE,"I 'm due for a DIEP flap on June 15 . Getting scared . Also , wondering about why dr 's are so concerned about nicotine levels in the blood . I had my pre-op day today and the dr. wanted a nic level . I 've been on a looong road of quitting since diagnosis in December 2008 , and still using the patch and nic gum , per advice from one of my other doc 's . I hope this does n't cancel the surgery . Anyone know exactly what the issue is with smoking -LRB- I quit , but still using support -RRB- , and the DIEP ? Most say if you smoke , you are n't eligible for DIEP . "
